singing,lyrics_onizleme,tur,tur_olasilik,duygu,duygu_olasilik,tema,eslesen_kelime,kelime_sayisi
Yaşar,Nedir o akan yazık yaşına Zaten hep yalnız değil miyiz İki kişiliktir...,pop,0.4332,yalnızlık,0.4309,yalnızlık,8,74
Yaşar,Yine kar yağıyor sokaklara Sana yar yol bulamıyorum Dinlenmiyor şu gönlümün kavuşmak...,pop,0.5957,hüzün,0.2527,özlem,8,73
Yaşar,CUMARTESİ basım onde sen gonulsun gelirim ben cağırıyorsan beni burda koyuyorsan aglarım...,arabesk,1.0,hüzün,1.0,özlem,1,98
Yaşar,deniz yoksulu hey benim ellerim mi var hey benim dort yanım duvar...,pop,1.0,huzur,0.2808,aşk,14,88
Yaşar,Denizin tuzu yerlerde Senin yüzün ellerde Bakma bana şimdi öyle dargınım sana...,pop,0.7712,yalnızlık,0.3451,yalnızlık,7,60
Yaşar,Gel zaman git zaman Herşeyi sildin zaman Dur artık geçme böyle&zaman Bak...,pop,0.5057,hüzün,0.6402,hüzün,7,50
Yaşar,Hele bir anla aşkı zamanla Kışlar bahara döner gibidir Var mi dünyada...,pop,0.8906,aşk,0.6635,aşk,27,124
Yaşar,uyanır geceyarısı yoktan sevda yaparım adamım bu küçük işlere ben bakarım yanarım...,pop,0.7067,aşk,0.3758,aşk,12,130
Yaşar,ELDE VAR BİR ayrılırken var ya yüzüne bakamıyorum demesi cok zor ya...,pop,0.4739,hüzün,0.8314,ayrılık,15,128
Yaşar,Beni yar beni yar Beni narin kollarında bırak Bizi aşk anlar Sen...,pop,0.8498,aşk,0.5747,aşk,14,89
Yaşar,Eski yazlar dalgalarda Anılarımı korur Bildiğim aşk kelimeleri Hep eksik kalır Hep...,pop,1.0,mutluluk,0.3761,aşk,5,35
Yaşar,Uzansan hüznüme dokunacaktın Yağmurun yüzüme değmesi gibi Utangaç suların sırdaşı oldum Aşk...,pop,0.6188,hüzün,0.4362,aşk,12,70
Yaşar,Günler boş yere boş yere Geçmez göz göre göz göre Sevdan ellere...,pop,0.4742,hüzün,0.6116,yalnızlık,14,68
Yaşar,Gel benimle çok çok uzaklara Hüzünlerini bir parça aşkla değiştir Gel benimle...,pop,1.0,hüzün,0.3761,aşk,11,49
Yaşar,Aşkın gözü körmüş derler ya seninki ne Ben biraz dağıttım halimi görsene...,pop,0.7835,hüzün,0.2384,aşk,16,221
Yaşar,Seni deli seven Beni bilmez misin sen Gerekirse canını veren Beni bilmez...,arabesk,0.6281,hüzün,0.6281,acı,5,81
Yaşar,yandığım çok oldu nazarla göz oldu birdenbire karşımda sen diye göz doldu...,arabesk,1.0,hüzün,1.0,hüzün,5,74
Yaşar,Kalp kuşum atışı senden sorulur Hâlâ şu gönlümün Uçma kon güzel kuşum...,pop,0.5756,mutluluk,0.5141,aşk,8,66
Yaşar,Gözlerinde sabah oluyor aşkım Açıyorsun pencereni Aşığa mübah dediler geldim Görmeye gözlerini...,pop,0.6708,hüzün,0.4886,aşk,32,155
Yaşar,Oturup yazdım sana bunları Olmuyor aşkım olmuyor ayrı Sevgilim unuttum gayrı yolları...,pop,0.9585,aşk,0.4146,aşk,22,113
Yaşar,Aşkının her zerresi dolaşırda Rüzgarla döner kar taneli başımda Ah sen varlığın...,pop,0.7142,aşk,0.3935,aşk,14,72
Yaşar,Bana bir söz yeterdi Aşka hüzün eserdi Şahidim işte şu denizdi Yeminle...,pop,0.6225,hüzün,0.8768,özlem,6,52
Yaşar,Ben uzaklarda hasretle inlerken Ben ümit dolu bir haber beklerken Duydum ki...,pop,0.6322,hüzün,0.5947,ayrılık,11,73
Yaşar,Aklım senden başka her şeyde Sense takmaz hallerde Aklım şimdi başka yerlerde...,pop,0.8095,nostalji,0.5102,nostalji,8,79
Yaşar,"bir rüya gördüm,içinde sen beni terkedip gitmişsin,beni yok etmişsin hayırdır inşallah dön...",pop,0.7801,hüzün,0.5347,ayrılık,8,68
Yaşar,"Her Yerde Kar Var Her yerde kar var, kalbim senin bu gece...",pop,0.7771,aşk,0.4052,aşk,13,92
Yaşar,Bülbülde gam ben de hazan Selvi endam sendeydi güzel Ah bu ne...,pop,0.5846,mutluluk,0.3535,aşk,8,51
Yaşar,Eşyalar toplanmış seninle birlikte Anılar saçılmış odaya her yere Sevdiğim o koku...,pop,0.7068,yalnızlık,0.2632,yalnızlık,22,134
Yaşar,Ey benim yerlere ve göklere sığmayanım Gök ve deniz yerine gözlerini koyalım...,pop,0.5833,mutluluk,0.5833,eğlence,5,125
Yaşar,KAYIKCI agır cek kurekleri varmasın kıyıya sandalım hayır allahtan şer insandan sen...,pop,1.0,aşk,0.8091,aşk,5,60
Yaşar,Bulut geçti Gözyaşları kaldı çimende Gül rengi şarap İçilmez mi böyle günde...,arabesk,0.503,hüzün,0.503,müzik,4,34
Yaşar,Gözlerindi ilk içimi çeken Yemyeşil sıcacık bakışın Gözbebeklerimde binlerce seni buluyorum Göz...,arabesk,0.6195,hüzün,0.8098,acı,5,36
Yaşar,Hüzünler başıma vurdu yine Sevginin çıkmaz yollarında senin dolaylarında Sana dair hasretim...,pop,0.6524,hüzün,0.5636,müzik,13,93
Yaşar,Sensiz olmadı ellerime kelepçe Vurdun kalmadı ayrılığa gerekçe Nasıl ki evlerin odaları...,pop,0.5954,hüzün,0.6808,acı,14,116
Yaşar,bir gün artı bir gün daha bir günahtı her gün daha bir...,pop,1.0,nostalji,0.8743,nostalji,9,72
Yaşar,Sanki bir adım gider gibisin Bir an hayalin gözlerimden çıkmaz bilirsin Bitmişim...,pop,0.5065,hüzün,0.4935,acı,14,124
Yaşar,Yoruldum ben seni gönül gözüyle görmekten Eşe dosta hatta kendime yalan söylemekten...,pop,0.4535,aşk,0.4535,aşk,5,72
Yaşar,Burkar içimi bir sızı içim boğulur Sanki peri padişahının kızı Bu kadar...,pop,0.6492,hüzün,0.5233,yalnızlık,14,131
Yaşar,Eskidim kendim kadar Kapandı tüm kapılar Geçip giden zamanlar Artık gözümde değil...,pop,0.0,genel,0.0,genel,0,38
Yaşar,Bu gece aşkı biraz fazla kaçırdım Galiba kalbim dönüyor Seni düşündüğüm her...,pop,0.7872,hüzün,0.7991,ayrılık,4,63
Yaşar,Nazlı Kız Herşey gelip geçiyor Hayat demir tavında Başımdan neler geçti Henüz...,pop,0.5847,hüzün,0.5074,aşk,12,105
Yaşar,Bir zamanlar aşkını herşey sanardım Ben sana değil kendime zarardım Şimdi oturmuş...,pop,0.86,aşk,0.603,aşk,7,82
Yaşar,Bu uzak gecede Sensizlik ve ben Arıyorum seni Neredesin sen Kimbilir kiminle...,pop,1.0,hüzün,1.0,özlem,3,52
Yaşar,Sen o zalim ayrılığa Hangi akla hizmet uydun Senin işin unutmaksa Benim...,pop,0.5211,mutluluk,0.3615,umut,5,66
Yaşar,Yıllardan yollardan Yabancı kolLardan gel Bin kere tövbe etsen Bin kere bozsan...,pop,0.7514,huzur,0.2873,aşk,11,82
Yaşar,Çok mu kolay bu son demesi Vermiyorum ki son nefesi Ellerin eskisi...,pop,0.6458,hüzün,0.6006,ayrılık,20,165
Yaşar,"Kır evinin verandasında Bir rüzgar gülüne rastladım İnsanmışcasına konuşmaya başladım Dedim, benim...",halk,0.4795,huzur,0.4795,doğa,10,100
Yaşar,Gerilir büyür ah Bir sebepsiz fırtına Kardeşidir umut aşkın Kalan elinde avucunda...,pop,0.348,umut,0.348,umut,6,84
Yaşar,Hüzünleniyorum hala O evin önünden gelip geçerken Üzülme diyor hala bir ses...,pop,0.8514,aşk,0.486,aşk,13,131
Yaşar,Senden Benden Bizden Hiçbir zaman affetmedin beni Ben ne çok sevdim seni...,pop,1.0,mutluluk,0.7832,eğlence,4,56
Yaşar,Seni Ezbere Aldım Yüreğinin sesinden aşkının sesinden Sıcacık nefesinle bana bir şarkı...,pop,0.8315,mutluluk,0.4094,müzik,18,125
Yaşar,Yazık ne mazi yazık Anlatmaya yoruldum Sen benden vaz geçince Ben o...,arabesk,0.6303,hüzün,0.2453,kader,27,150
Yaşar,Güneş batmış Bi daha hiç doğmayacakmış gibi Gece susmuş Tüm dünya dilsiz...,pop,0.7435,hüzün,0.6449,özlem,7,55
Yaşar,Artık demir almak günü gelmişse zamandan Meçhule giden bir gemi kalkar bu...,pop,0.8302,hüzün,0.5245,ayrılık,6,69
Yaşar,SEVDA SİNEMALARDA kimi sevdalar aranır hani dagların ardında kimi sevdaya boyanır en...,pop,0.571,aşk,0.8259,aşk,20,153
Yaşar,Günün birinde olacak gönül birinde duracak Günün birinde ben günün birinde sen...,arabesk,0.6003,aşk,0.77,aşk,5,98
Yaşar,Ne lazım ne lazım bana sana Ne lazım ne lazım anlasana Korkular...,pop,0.8639,umut,0.2993,umut,7,86
Yaşar,Son gece ikimizinde Bitmeli mi bu Sebep ne bu gece Bu son...,pop,0.8373,hüzün,0.6845,yalnızlık,17,51
Yaşar,Neler neler gördü bu kalp Kaç ayrılık kaç ihanet Ne kadar elveda...,pop,0.5854,hüzün,0.5947,ayrılık,12,67
Yaşar,Sen benim ol dedin de olmadım mı Yanımda kal dedin de kalmadım...,pop,1.0,aşk,0.7786,aşk,5,71
Yaşar,Geç kalacaksın hiç yok zaman Düşünme sakın olma pişman Yalnız kalamaz hiçbir...,pop,0.6076,mutluluk,0.4197,sevinç,8,77
Yaşar,Ya hep ya hiç sevgilim Ya seninle ya sensiz Olamaz başka biri...,pop,0.8833,aşk,0.3877,aşk,16,74
Yaşar,Gönlümde arzu gözlerimde yaş Büyük yanılgı seninle aşk Yalan beni anlamadın Yalan...,pop,0.6935,öfke,0.4373,aşk,17,67
Yaşar,Sensizliğim mühür gibi Boğazımda düğüm gibi Bitmiyor senin gözlerin Bitmiyor benim özlemim...,pop,0.6727,aşk,0.3455,yalnızlık,2,46
Yaşar,Sandığın gibi gitmez her şey Umduğun gibi çıkmaz en sonunda Yeni şeylere...,arabesk,0.5959,hüzün,0.8721,ayrılık,11,66
Yaşar,Ağlayan gözlerinden ben mi damlıyorum Süzülüp akan yoksa ben miyim Belki çok...,pop,0.8212,hüzün,0.7821,hüzün,5,61
Yaşar,Yaz bitti aşıklar şehre döndüler Yarıda kaldı sabah biten geceler Daha vardı...,pop,0.8963,hüzün,0.4243,ayrılık,9,64
Yaşar,Yüreğimdeki fırtına dinmedi hala Titrerdim isterdim seni hep kollarımda Yine bana gel...,pop,0.834,aşk,0.6816,aşk,11,44
Yaşar,Beklerim şu bahtım gülecek diye Beklerim bahtımı gülecek diye Beklerim sevgilim bir...,pop,0.6399,hüzün,0.4049,aşk,24,75
Yaşar,Yüreğimi kaybettim Yüreğim yerinde yok ki Bir elim sana uzanıyor Tutamıyor seni...,pop,0.6378,hüzün,0.2992,aşk,18,84
Yaşar,Yılgın Besbelli bir giden var Sen misin yoksa Neden bu limanda gemiler...,arabesk,0.4589,hüzün,0.4589,müzik,20,128
Yaşar,"Yürüdüğüm yollardan Dönmem, dönemem Alışmadım caymaya, Ölsem dönemem Deli gönül bunlardan Ders...",pop,0.6053,hüzün,0.6158,aşk,34,208
Yaşar,İlk Ve Son Aşkım Sen Olacaksın Uzaktan bakıyorsam Aşkından kaçıyorsam biraz anla...,pop,1.0,aşk,0.5015,aşk,18,109
Yaşar,İltifat et bana Çocuklar gibi sevindir Yarısı benimse bu günahın Yarısı da...,pop,0.7785,aşk,0.4607,aşk,7,68
Yaşar,Hani bir yağmur yağar da bazen Hani gök gürler ya arkasından Hani...,pop,0.6962,hüzün,0.2278,nostalji,13,129
Yaşar,Aşk bunları yazmaz Ayrılık son yalan Seni bir daha görmezsem Dayanamam inan...,pop,0.5566,hüzün,0.6517,ayrılık,7,42
Yaşar,"Sen de her şey gibi yanımdayken, Sen misin, sen mi oluyorsun gözlerimde...",pop,0.8326,yalnızlık,0.3477,yalnızlık,10,43
Yaşar,Kıyamet kopsa unutamazsın Unutamazsın artık Bir kere sevmişsin ne denir sana Ne...,halk,1.0,nostalji,1.0,doğa,1,74
Yaşar,Korkularım var biliyorsun Biliyorsun yaşamım dört duvar Duvarlardan taşmak istiyorsun Çizilmemiş duvarlarıma...,pop,0.8099,aşk,0.3738,aşk,11,112
Yaşar,Hiç bu kadar çaresiz olmamıştı kelimeler Hiç bu kadar kimsesiz kalmamıştı hikayeler...,pop,0.6753,yalnızlık,0.3057,yalnızlık,11,75
Yaşar,Gülüşüne aşığım en çok Yok yok yürüyüşüne İki güvercine benzeyen O pamuk...,halk,0.4441,mutluluk,0.3207,doğa,7,82
Yeni Türkü,Geri verin Dalgaların kıyılara çarparak Herhangi bir makamda Bir şarkı söylediği Akasya...,sanat,0.5287,huzur,0.5287,müzik,2,45
Yeni Türkü,Anne ben yapamadım Herkes bir şey oldu Ben olamadım Anne ben bilemedim...,pop,0.0,genel,0.0,genel,0,38
Yeni Türkü,pembe yesil guzelim acelya yakisir o baska yarinlara ciceklenir cosar isik suyla...,pop,1.0,mutluluk,0.5062,yalnızlık,4,80
Yeni Türkü,"evet, açıl doğu açıl! doğu Açılsın, doğu açılacak elbette Ama yeni bir...",pop,0.0,genel,0.0,genel,0,32
Yeni Türkü,"Ağır kapı, aksak lisan Kelimeler yetmiyor Çıplak yara, gün ışığı Tenimi incitiyor...",pop,0.2895,aşk,0.1894,aşk,13,69
Yeni Türkü,Aşk yeniden Akdenizin tuzu gibi Aşk yeniden Rüzgarlı bir akşam vakti Aşk...,pop,0.7126,aşk,0.5278,aşk,29,108
Yeni Türkü,yağmurlu günlerde seviş benimle kuşlar çinko damı gagalarken teninin kokusunu değiştiren yağmurlardan...,pop,0.7738,mutluluk,0.3862,aşk,13,67
Yeni Türkü,Bana bir masal anlat baba İçinde bütün oyunlarım Kurtlar kuzu olsun Şekerle...,pop,0.7938,hüzün,0.5928,ayrılık,4,48
Yeni Türkü,başka türlü bir şey benim istediğim ne ağaca benzer ne de buluta...,pop,0.4627,özlem,0.2527,özlem,5,57
Yeni Türkü,Yukarı mahallelerde Dolaşır yorgun yorgun Saat birlerde üçlerde Çömlekçili bekçi Kâzım Kuş...,arabesk,0.6803,hüzün,0.6803,acı,3,51
Yeni Türkü,"Bir ölü yatıyor Ondokuz yaşında, bir delikanlı Gündüzleri güneşte, geceleri yıldızların altında...",halk,0.4852,gurur,0.3511,doğa,5,64
Yeni Türkü,"Bir gün geçti aradan, bir yıl geçti sandım Seni ne kadar çok...",pop,0.7953,nostalji,0.4655,nostalji,6,41
Yeni Türkü,"Bir çapkın dilenci,dansederek gezip durur şehri Adıyla seslenir, gülerdi kadınlar Özür diler...",pop,0.8056,nostalji,0.4433,nostalji,10,109
Yeni Türkü,Bulutlarla kaplı pazar Kaplı tıpkı gönlüm gibi Gönlü bulutlu olanlar Tanrım esirgeme...,pop,0.5158,hüzün,0.7479,aşk,4,43
Yeni Türkü,"Halkım ben, parmakla sayılmayan Sesimde pırıl pırıl bir güc var Karanlıkta boy...",rock,0.5143,korku,0.5143,karanlık,2,54
Yeni Türkü,Böyle gitmez Öfkeyle yanıyorsun Böyle gitmez Bırakalım bu son olsun Koyu gölgeler...,pop,0.6331,hüzün,0.3789,ayrılık,5,98
Yeni Türkü,Şimdi uzaklardasın Canım arkadaşım Arıyorum hep seni Kulaklarımda sesin Arıyorum seni Sizin...,pop,0.5667,hüzün,0.6338,özlem,15,71
Yeni Türkü,Civil civil gelir sesi Kösedeki lokantanin Bir isveli ki sahibi Ah Cevriye...,pop,0.7293,hüzün,0.388,aşk,8,57
Yeni Türkü,İşim gücüm budur benim Gökyüzünü boyarım her sabah Hepiniz uykudayken Uyanır bakarsınız...,pop,1.0,mutluluk,1.0,umut,3,50
Yeni Türkü,"Diyorlar ki bazen gözlerimden Deliler doluşmuş bakıyor birer birer Delilerden sen anlarsın,...",pop,0.8684,hüzün,0.3882,aşk,8,48
Yeni Türkü,Dün gece sen uyurken İsmini fısıldadım Ve hayvanların korkunç Öykülerini anlattım Dün...,pop,0.7405,hüzün,1.0,yalnızlık,4,75
Yeni Türkü,Ay dolunay dalgın gecede Ay büyüyor tam yüreğimde Suskunum ben söyleyemem Ay...,pop,0.6579,huzur,0.5132,aşk,15,50
Yeni Türkü,Özgürlük uçsuz bucaksız bir ülke Sevgin ışık tutmazsa yolumu bulamam ki Mutluluk...,pop,0.6291,mutluluk,0.3808,aşk,8,44
Yeni Türkü,"Dönmek, mümkün mü artık Dönmek, onca yollardan sonra Yeniden yollara düşmek x...",pop,0.4409,hüzün,0.5584,özlem,13,81
Yeni Türkü,Eski aşklar sayıklanmaktan Yenileri telaştan yorgun Bir düşmüş gördüğüm Gözlerim açık Suya...,arabesk,0.5044,hüzün,0.5044,nostalji,4,31
Yeni Türkü,İki kişi iki kıyıda karşılıklı Bakışları gölgeli ince bir hüzünle Aynı rakıyla...,pop,0.5132,nostalji,0.4476,nostalji,13,67
Yeni Türkü,Yılların ardında kalmış yarime Varmasam incinir varsam incinir Beyaz gölgesinden ince belinden...,pop,0.5211,aşk,0.5155,aşk,3,51
Yeni Türkü,Hayır deme bana her an İnadı bir yana bırak Kararına bağlı inan...,pop,0.6897,hüzün,0.5057,aşk,10,84
Yeni Türkü,Otururken dostlarla bir masada baş başa Götürür şarkılarla dalga dalga efkara Gelsin...,pop,0.6643,nostalji,0.3563,nostalji,12,107
Yeni Türkü,Bak işte yaklaşıyor fırtına Bak yine yükseliyor dalgalar Yollardan sonra yıllardan sonra...,pop,0.5089,nostalji,0.2663,nostalji,4,36
Yeni Türkü,Gece yarıları tenhadır buraları Ne in ne icin Kırmızı lambası samki kan...,pop,0.6761,hüzün,0.4821,yalnızlık,9,117
Yeni Türkü,Gurbete kaçacağım O lacivert ülkeye O üzünç denizine Uzayan iskeleye Ansızın zamansızın...,arabesk,0.5987,hüzün,0.5942,yalnızlık,3,49
Yeni Türkü,tüm karların eridiği günlerdi taşan çaylar gördük yol üstü testere sesleri duyduk...,halk,0.8285,huzur,0.441,doğa,11,127
Yeni Türkü,Söyleyin dağlara rüzgara Yurdundan sürgün çocuklara Düşmesin kimse yılgınlığa Geçit vardır yarınlara...,halk,0.5385,nostalji,0.524,gelenek,12,70
Yeni Türkü,"Gün doğarken düştüm yola Bir mecnun gibi Aradım, ah vefasız Kuytularda hayalini...",arabesk,0.5395,hüzün,0.7123,acı,12,59
Yeni Türkü,evvel zaman içinde dostlar ağaçlara ev kurardık tatlı bir düş içinde bir...,pop,0.8632,hüzün,0.4579,ayrılık,7,67
Yeni Türkü,Öyle suskun durma Kaldır başını yukarı Tek başına konuşmak Çaredir sanma Öyle...,arabesk,0.4172,yalnızlık,0.4265,yalnızlık,6,66
Yeni Türkü,Kalbim kırmızı Kederli bir kırmızı Küskün sokaklar Aklın sesi yok burda Kalbim...,pop,0.6611,aşk,0.3299,aşk,7,52
Yeni Türkü,"kalırsa bir soru kalır benden yanıtı var mıdır bilmem? denizine,göğüne,toprağına uçanına,kaçanına bu...",sanat,0.3981,huzur,0.3981,şiir,5,61
Yeni Türkü,Çürümeye razıyım Hapisliğin küfünde Aşkıma vurduğun bıçak Hala kanar kalbimde Çek git...,pop,0.7819,hüzün,0.5665,ayrılık,9,53
Yeni Türkü,Karanfiller açıyordu o zamanlar gözlerinde Bir baksam kül olurdum yüzüne Başın alıp...,pop,0.6152,nostalji,0.5064,nostalji,10,53
Yeni Türkü,Hayat şarkının ortasından geçiyor Şarkı vazgeçmiyor aramaktan Hayatsa kendi şarkısını yazıyor Kolayca...,pop,0.7922,mutluluk,0.6015,müzik,5,49
Yeni Türkü,Gel gel kayıkçı Yavaş yavaş Kıyıdan geç göreyim Güzel yüzünü Söyle beni...,pop,1.0,aşk,0.674,aşk,9,29
Yeni Türkü,"Kimdi giden, kimdi kalan Giden mi suçludur her zaman Ne zaman başlar...",pop,1.0,nostalji,1.0,nostalji,2,60
Yeni Türkü,Bir akşam konuğum ol oturup konuşalım seninle anıların çubuğunu yakıp uzatalım geceyi...,pop,0.8246,yalnızlık,0.3645,yalnızlık,5,54
Yeni Türkü,Paspal dumanı yutmaktan Pasa bağlanmış yüreği Kafayı takmış ölüme Hapiste bir külhani...,pop,0.5046,aşk,0.4134,aşk,9,50
Yeni Türkü,Geldiğimizde otlar yem yeşildi ve kuzeydeydi güneş Kömür deposu boşaldı ıste mamağa...,pop,1.0,mutluluk,0.6155,umut,8,35
Yeni Türkü,"Altı kadın vardı demir kapının önünde, Beşi toprağa oturmuş, ayakta biri; Sekiz...",halk,0.3161,gurur,0.1724,vatan,4,127
Yeni Türkü,Yaredir sinede eski sevgili Eski sevgili eski günler Hayata baksana takmıyor kimseyi...,pop,0.8628,nostalji,0.5093,nostalji,13,57
Yeni Türkü,İncitmeden hüzünle Okşuyorum anıları Nasıl da gençtim Kaygısız ve şehvetli Gece kaçamakları...,pop,0.7673,hüzün,0.3404,hüzün,8,76
Yeni Türkü,Diyorlar ki manolis Şu garip bağlaman Senin için ağlarmış İnlermiş kahrından Süngün...,arabesk,0.7921,hüzün,0.612,özlem,5,69
Yeni Türkü,Çok günahın çok derdim zaten çok Gez dolaş gül seni tutan yok...,pop,0.4566,hüzün,0.4671,aşk,9,65
Yeni Türkü,Haber uçtu devlete de Beş yıl yattım hapiste Yedi düvel zindanından Beterdir...,arabesk,0.7451,hüzün,0.7451,acı,15,84
Yeni Türkü,Dilinden senin laf almak zordur Ama birkez açılınca inanılmazsın Başında kara bulutlar...,arabesk,0.3399,hüzün,0.5722,ayrılık,8,85
Yeni Türkü,Daha uzun dumanların tütünü Daha uzun esriklik hali Erenlerin damanlarında sürmüş Zamandan...,halk,0.5098,mutluluk,0.5098,doğa,2,43
Yeni Türkü,Sağır siyah bir yorgun yol Vur kendini sürgün ol Aşk yolunda ölmek...,arabesk,0.6814,hüzün,0.6814,kader,12,52
Yeni Türkü,Sevgin bana taşmadığında Kuru bir dala benzerim Gözlerin bana bakmadığında Kanadım kırıktı...,pop,0.5692,aşk,0.4466,aşk,6,45
Yeni Türkü,Olmasa mektubun yazdıkların olmasa Kim inanır senle ayrıldığımıza Sanma unutulur kalp ağrısı...,pop,0.7583,hüzün,0.7432,ayrılık,4,64
Yeni Türkü,o kadar sevdim ki resmini işte bugün konuştu benle yorulmuştum çalışmaktan karda...,halk_rock,0.5215,umut,0.5215,dayanışma,2,61
Yeni Türkü,"sessiz gelir yanıma başını dizime yaslar öylece uyur,yağmur çiseler damla damla gözyaşlarında...",pop,0.5916,hüzün,0.6195,yalnızlık,11,70
Yeni Türkü,ikindiyin saat beşte baş gardiyan Rıza başta karalar bastı koğuşa ikindiyin saat...,arabesk,0.5063,hüzün,0.5063,hüzün,2,63
Yeni Türkü,YazdırHata Rapor EtDelicious'a EkleArkadaşına Gönder Bir kuşu ellerimden Kaçırır gibi bazen Kaçarım...,pop,0.7212,hüzün,0.5455,acı,4,53
Yeni Türkü,Sen esirliğim ve hürriyetimsin Sen esirliğim ve hürriyetimsin Çıplak bir yaz gecesi...,arabesk,0.517,hüzün,0.517,acı,4,32
Yeni Türkü,taş baskısı bir plakta yorgun bir ses cızırdar küflü sayfalarında bir albümün...,pop,0.9356,hüzün,0.6214,özlem,16,84
Yeni Türkü,Ah bu terkedişlerin dönüşlerin her gece Kararsız kapımın önünde saatlerce Ah bu...,arabesk,0.5357,hüzün,0.6591,aşk,31,132
Yeni Türkü,Okşarsın bulutları gözler dalgın sularda Susarsın sevgi dinleyendir Bakarsın yıldızlara denizlerin aynasında...,pop,0.7197,aşk,0.5141,aşk,9,58
Yeni Türkü,"Seni yerlerde göklerde bulamazlarken, Bende gizli olduğunu sezenler olmuş Dumlu dumluymuşsun yüreğimde,...",halk,0.7684,nostalji,0.5177,gelenek,4,51
Yeni Türkü,Geldiğimizde otlar yemyeşildi Ve kuzeydeydi güneş Kömür deposu boşaldı işte Mamaga sonbahar...,pop,0.7521,mutluluk,0.7521,eğlence,4,37
Yeni Türkü,Sorma bana kimim Nerden geldim buraya Gözlerimdeki kırmızı bulutlar Hangi günlerden sorma...,pop,1.0,aşk,0.4521,aşk,3,40
Yeni Türkü,Telgrafın tellerine kuşlar mı konar İnsan sevdiğine canım böyle mi yapar Bin...,pop,0.803,aşk,0.4594,aşk,10,148
Yeni Türkü,Telli telli telli şu telli turna Sanma ki yaralı uçmaz bir daha...,halk,0.7542,huzur,0.7542,gelenek,16,81
Yeni Türkü,Bütün iyi kitapların sonunda Bütün gündüzlerin gecelerin sonunda Meltemi senden esen Yüreği...,pop,1.0,umut,0.5273,umut,2,48
Yeni Türkü,"Sevişirken soğuk,uzak bir mevsim Aramıza sızdı sevgilim İnciniyor,inciniyor bir şeyler Aramızda sanki...",pop,0.5235,hüzün,0.5306,aşk,16,72
Yeni Türkü,Gümüş kamam parlar güneşte Kafkas dağları gibi Daha da parlak başak saçlı...,arabesk,1.0,hüzün,1.0,acı,2,42
Yeni Türkü,dağılıyor parça parça karanlıklar açılıyor simsiyah bir gece uzanıyor dalga dalga sonsuzluğa...,pop,0.7574,hüzün,0.5395,yalnızlık,6,55
Yeni Türkü,Şu bağlama bak ne söyler Yaman çavuş elinde Zeybekler saf tutmuş dinler...,halk,0.5315,huzur,0.5045,gelenek,4,41
Yeni Türkü,sararıp dökülmeden önce kızaran yapraklar ki onlar şan verdiler ortalığa bütün bir...,rap,0.5223,hırs,0.5223,güç,4,79
Yeni Türkü,Küçücük bir bakışın Çözer beni kolayca Kenetlenmiş parmaklar gibi Sımsıkı kapanmış olsun...,pop,0.7744,hüzün,0.6165,karanlık,5,51
Yeni Türkü,Haber uçtu devlete de Beş yıl yattım hapiste Yedi düvel zindanından Beterdir...,arabesk,0.7451,hüzün,0.7451,acı,15,84
Yeni Türkü,baktıkça çoğalır yıldızlar gecede parmaklarınla sayılmaz kimi duyulur kimi duyulmaz dinledikçe çoğalır...,pop,0.6341,korku,0.3659,karanlık,3,57
Yeni Türkü,Bir çift yaprakmış dalında yumuşacık Tutmuşum tutmuşum ellerinden senin Düşmüşüz yavaşça bir...,pop,0.4895,korku,0.2703,karanlık,4,34
Yeni Türkü,Hayat kar altında kalan bahar Çiçekleri üzerinde ölüyor en bereketli ağar Üretkenlik...,pop,0.6889,mutluluk,0.4677,umut,8,74
Yeni Türkü,Yeni yıl söyle bana Ne getirdin anneme babama Ne getirdin kardeşime Dedeme...,halk,0.3441,mutluluk,0.6761,sevinç,3,24
Yeni Türkü,Yıldızlar kadar uzak ta olsa İçimde yine de ah gülen yüzü Karanlık...,pop,0.5362,hüzün,0.4572,aşk,9,38
Yeni Türkü,"Ya dışındasındır çemberin ya da içinde yer alacaksın Kendin içindeyken,kafan dışındaysa Çaresi...",arabesk,1.0,hüzün,1.0,yalnızlık,2,84
Yeni Türkü,Dalmıştım mazinin ölgün sesine Evinin önünden geçiyorken dün Geçmiş zamanlara ağladım yine...,pop,0.7555,nostalji,0.4471,nostalji,19,104
Yeni Türkü,Beyaz mintan geçirdiler sırtıma Çıkardılar devlet önüne Temizlik imandan suçum idamdan Attılar...,halk_rock,0.4407,öfke,0.4407,isyan,12,62
Yeni Türkü,Öyle sevdik Öyle sevdik ki seni Hiçbir şey döndüremez bizi Kimimiz yıldızlar...,pop,0.3768,mutluluk,0.3768,aşk,5,73
Yeni Türkü,Adı özgürlük olan Bir ülkede doğdum ben Suyun toprağın göğün Adı özgürlük...,halk_rock,0.6056,umut,0.5321,özgürlük,26,141
Yeni Türkü,Bir damla suydun bir damla ateş Bir görünür kaybolup giderdin Tayin gönlümde...,arabesk,0.8411,hüzün,0.8411,acı,6,137
Yeni Türkü,subaşında yapayalnız bir küçük kız içil içil ağlamaklı anlar gibi söğütler de...,pop,0.868,aşk,0.7258,aşk,7,63
Yeni Türkü,İstersen hiç başlamasın Bu hikaye eksik kalsın Onca yaraların ardından Yeni bir...,pop,0.8355,aşk,0.5196,aşk,5,49
