singing,lyrics_onizleme,tur,tur_olasilik,duygu,duygu_olasilik,tema,eslesen_kelime,kelime_sayisi
Kayahan,Sen canımsın zulmetme kalbime Gel bir görsen acırsın halime Ah gözünden düşmüşüm...,sanat,0.4414,huzur,0.4414,ruhanilik,16,112
Kayahan,Umut dünyası bu dünya Herkes kendi dünyasında Herkes kendi hülyasında Hergün bugün...,pop,1.0,umut,0.5187,umut,18,91
Kayahan,Senin gibi yarim olsa Bırakırım bu işleri Azıcık talihim olsaymış Ne anlarsın...,pop,0.0,genel,0.0,genel,0,39
Kayahan,Uykudan uyanmış Gülermiş bakarmış Annesi onu çok öpermiş severmiş Okula gidermiş yazarmış...,pop,0.0,genel,0.0,genel,0,38
Kayahan,"Odalarda ışıksızım katıksızım,viraneyim seni sensiz duvarlara yazan benim, divaneyim Kanım aksın ki...",pop,0.8896,aşk,0.6028,aşk,9,55
Kayahan,"Çiçek kokularından iki bahardan uzak Her şeye yeniden yeniden başlamak Dudaklarımda şarkı,...",pop,0.6405,mutluluk,0.2946,umut,16,62
Kayahan,seni çok özledim gece gözlüm benim gemilere bin gel yine gidersin sonbahar...,pop,0.8941,hüzün,0.4308,aşk,8,63
Kayahan,olur mu olur mu sensiz olur mu? nasıl senden vazgeçerim gittiğin o...,pop,0.8776,hüzün,0.3644,nostalji,8,80
Kayahan,Dolmuyor yeri dolmuyor Olmuyor onsuz olmuyor Yetmiyor hiç bir şey bana Olmuyor...,pop,0.6934,hüzün,0.8382,yalnızlık,7,101
Kayahan,Değişen hiç birşey yok sevdiceğim Bir telaş bir heyecan yollardayım Başımda bulut...,pop,0.7607,aşk,0.5215,aşk,4,66
Kayahan,Söyle hain Bu dünyayı sen mi var ettin Önce sevdirdin kendini Sonra...,pop,0.5301,öfke,0.5877,ayrılık,7,91
Kayahan,Rüzgar gibi geçti bu ömrüm Hep yanlışa düştü bu gönlüm Hep aldandım...,halk,0.3906,hüzün,0.4427,doğa,11,46
Kayahan,Sabahlar uzak bu sevda tuzak bana Çok zaman geçti sabrım yok yarınlara...,pop,0.4883,hüzün,0.4026,aşk,25,136
Kayahan,Kar yağıyor dışarda Kimsesiz sokaklara Dallarda bembeyaz Bir ayrılık bandosu Ve ben...,arabesk,0.5266,hüzün,0.6152,yalnızlık,8,53
Kayahan,"Adresim aynı, Kaderim aynı Günlerim aynı, Geceler aynı Sarı saçlım hasretimsin sen...",arabesk,0.5965,hüzün,0.5664,hüzün,7,110
Kayahan,Sarı şekerim Kalbine girerim Seni mahvederim Sarı şekerim Göz göze gelelim Bana...,pop,0.3795,öfke,0.325,aşk,6,56
Kayahan,Sen; Ben istemeden Hiçbir şey yapmıyorsun Bir mektup yazıp Atmıyorsun Ya da...,pop,0.7065,hüzün,0.7065,yalnızlık,5,76
Kayahan,Sardı yine sevgilerin Sardı beni yaz güneşin Bütün özlemler benim Sen mühimsin...,pop,1.0,aşk,0.61,aşk,5,65
Kayahan,Seni seviyorum Seni seviyorum diye Senden önce hiç kimseye Söylemedim dersem Yalan...,pop,0.9136,aşk,0.7635,aşk,54,169
Kayahan,Asırlardır yalnızım pişmanım alın yazım Bir öfkeye mahkum ettik herşeyi Bir yemin...,arabesk,0.7049,hüzün,0.6817,acı,18,154
Kayahan,Yine yine seni düşünmekle bitiyor bir gün (x2) Gün bitiyor seni düşünmek...,pop,0.5985,hüzün,0.5412,özlem,12,58
Kayahan,Seninle her şeye varım ben Sen benim uğurlu yolumsun Yıldızlara yürürüm senle...,pop,0.4814,aşk,0.264,aşk,3,72
Kayahan,Sensiz olmaz ki sensiz Sana çok ihtiyacım var canım Her solukta Nolur...,pop,0.7434,hüzün,0.861,özlem,7,110
Kayahan,"Seni sevdim ben, ne gelir elden Beni bir gün sen, sevebildin mi...",pop,0.813,aşk,0.3663,aşk,11,104
Kayahan,Sarardı son ışıklar gece başlıyor yine Soframda hatıralar yalnız değilim işte Üzülme...,pop,0.7775,hüzün,0.5562,yalnızlık,8,49
Kayahan,Gel yine kuculdu saatler Zor benim isim bilemezsin Kah sana boyanir gozlerim...,pop,0.398,hüzün,0.5288,acı,8,42
Kayahan,Ah başım dumanlı Dalmışım akşamlara Ah feleksiz yıllar Dem vurur aynalarda Düşmanım...,pop,0.6051,hüzün,0.6143,nostalji,10,77
Kayahan,Beni terk edişin mümkün mü senin İstersen bir dene de gör güzelim...,pop,0.8627,mutluluk,0.7355,eğlence,15,167
Kayahan,Hey tek delikli kaval Çal desek ne çalarsın Bizde nefes olmasa Sen...,pop,0.482,nostalji,0.5252,nostalji,9,98
Kayahan,"Deniz güzel gülümsüyor günes Bulutsuz, masmavi gökyüzü Ne cilgin dalgalar Yepyeni bir...",pop,0.804,mutluluk,0.804,yaşam,5,35
Kayahan,Acı dolu günleri Acı dolu günleri geçtik seninle Hem yârimdin hem kardeştin...,pop,0.8023,hüzün,0.7522,ayrılık,20,77
Kayahan,"Günlerdir takibindeyim Ben zaten ellerindeyim Sevmek cesaretim benim Aşkın, felaketimdir Vay canım...",arabesk,0.505,çaresizlik,0.4235,kader,12,48
Kayahan,Başımda kuşlar dilimde aşkın Hayatta senden vazgeçmem Başımda kuşlar dilimde aşkın Hayatta...,arabesk,0.4962,aşk,0.5094,aşk,8,70
Kayahan,Mühürlenmiş gözlerime insafsız uzaklar Gel gör çıkmaz yollarına saplanmışım Ben sana muhtacım...,pop,0.5878,öfke,0.4122,isyan,5,39
Kayahan,Bir geçen yazın sonrası Sonbahar sancısı Nartanem İçimde bitmeyen aşkların Yarım kalan...,pop,0.4965,hüzün,0.3346,nostalji,12,94
Kayahan,Yıldızsız ıssız gece Yalnızız caddelerde Bir yağmur bir de ben Uykularda kumrular...,pop,0.5518,hüzün,0.3084,yalnızlık,14,62
Kayahan,Rüzgarın aşina şarkısıdır dışarda Yağmurlar çanak tutar yalnızlığına gözyaşın süzülürken kirpiklerinden Sen...,halk,0.7268,huzur,0.7497,doğa,38,141
Kayahan,Asırlardır yalnızım pişmanım alın yazım Bir öfkeye mahkum ettik herşeyi Bir yemin...,arabesk,0.7049,hüzün,0.6817,acı,18,154
Kayahan,Sohbetimiz ask üstüne Sanimiz var bu alemde Oturmussak bas köseye Sarhosuz sanma...,pop,0.8514,hüzün,0.7115,yalnızlık,7,104
Kayahan,Yok arkadaş Yok arkadas Kahpe dunya Vefasi yok Cefasi yok Yok arkadas...,arabesk,1.0,hüzün,1.0,acı,2,83
Kayahan,Nereden takılmışsa bir şarkı dudaklarımda Havada deniz kokusu Aramızda denizler yıllarımı çaldı...,pop,0.5427,çaresizlik,0.3497,kader,9,105
Kayahan,Ben deli Sen benden deli Yakarız gemileri Hiç düşünmeden Sen deli Ben...,arabesk,0.6977,hüzün,0.8488,acı,6,42
Kayahan,"Ölmem mi lazım Ölmem mi lazım canım Ölmem mi lazım, Yaşarken cehennemi...",pop,0.9005,aşk,0.4977,aşk,9,61
Kayahan,Üsküdar'ın incisi Gönlümün birincisi Kaçma pencerelerden Gözüm sendedir Saçların kıvır kıvır Yanaklarda...,pop,0.9009,aşk,0.6252,aşk,9,33
Kayahan,Ben bana benzerim başka şeklim yok Beni adam etmeye kaç yıl uğraştım...,pop,0.6,hüzün,0.8,ayrılık,5,85
Kayahan,İlk değil ve son değil Bu ilk telaş bu son hazan değil...,pop,0.7618,hüzün,0.5047,ayrılık,8,41
Kayahan,İskelede sandalım demir alalım gel canım Takalım kürekleri çekelim sırasıyla Takalım kürekleri...,pop,0.9013,aşk,0.5934,aşk,17,135
Kayahan,Birgün hatırlıyorum Hayal meyal uzakta Bir gün Bir gün hatırlıyorum Sen ve...,pop,1.0,mutluluk,0.4515,aşk,9,60
Kayahan,Sen Ben istemeden Hiçbir şey yapmıyorsun Bir mektup yazıp Atmıyorsun Ya da...,pop,0.7065,hüzün,0.7065,yalnızlık,5,75
Kayahan,Ne kadar mutluyuz seninle Ne kadar mutluyuz sevgilim Zor günlere katlandık birlikte...,pop,0.7626,aşk,0.7626,aşk,12,49
Kayahan,Şikayetim var çok üzdünüz beni beni beni beni beni of Gülmedi hiç...,arabesk,0.6279,çaresizlik,0.6279,kader,13,158
Mabel Matiz,Sana öyle dargınım ki Hisler içimde karışıyor Kendimi bile beğenmiyorum Şeytanım şuurumla...,halk_rock,0.5044,gurur,0.4956,vatan,6,121
Mabel Matiz,Gelmiyor sabahlarım Gittiğinden beri gece Ne acı Bir sevip de bin ölen...,pop,0.7073,aşk,0.41,aşk,9,91
Mabel Matiz,"Bak sular geldi geçti altımızdan, üzerimizden Mazi yaralı sarhoş acısı bile güzelleşti;...",arabesk,0.4146,hüzün,0.6066,acı,10,49
Mabel Matiz,Yandı gönül gördüm en ahı Gözleri göz değil ahu Şaştı dalımda çiçeğim...,arabesk,0.6702,hüzün,0.5545,aşk,9,67
Mabel Matiz,"Maskesini düşürme sakın O, kuralın neşesi Hiç geçmez keşkesi Kaldı bize Bizden...",pop,0.6615,umut,0.6615,özlem,3,59
Mabel Matiz,Kırmızı bir gökyüzü yüzümde Çarpıyor bulutlarım hışımla Düştü karanlık gece göründü Koptu...,pop,0.4638,hüzün,0.4081,karanlık,8,49
Mabel Matiz,kirlendim kirlendim yıkandım kirlendim kilitlendim soydum kendi derimi tırnak kontrollerini sevmedim hiç...,pop,0.5579,huzur,0.3095,yalnızlık,8,61
Mabel Matiz,Kır dümeni ben yokum orda Her istediğinde kalbimi koklayamazsın Yanlışa sorma yanlış...,rock,0.3385,öfke,0.3385,acı,3,62
Mabel Matiz,"Aah bana beni verecek misin geri Vurdun da hani, bulamadın tam yeri...",pop,0.6228,hüzün,0.642,ayrılık,6,86
Mabel Matiz,"Çok kararlısın Kalbimi çıra gibi yakmaya niye Duvar çekiyorsam Yanıyorum için için,...",pop,0.8687,aşk,0.7282,aşk,21,179
Mabel Matiz,"Söyleyin yıllar, hangimiz yorgun Gençlik alnımda bir perçem yolmayın ne olur Sormadan...",pop,0.3829,aşk,0.2645,aşk,7,47
Mabel Matiz,Mahreminizle siz ne kadarda güzelsiniz Kıyamam tanrınıza eğer tanrımı affederseniz Yemleriniz kafa...,pop,0.7416,mutluluk,0.6021,müzik,8,122
Mabel Matiz,Vurgunum sana bir mahkum gibi Uykular haram bir zehir gibi Aşığım fakat...,pop,0.5664,hüzün,0.538,karanlık,9,98
Mabel Matiz,Beni benimle baş başa bırakın biraz ki sevelim onunla birbirimizi Biraz zaman...,arabesk,0.6881,çaresizlik,0.6016,kader,10,90
Mabel Matiz,Boyalı da saçların ruhuma dolanırken tel tel Boğuluyorum ama yok ilacı bunun...,arabesk,0.3212,huzur,0.3446,aşk,9,110
Mabel Matiz,"Dün gece bir cankiyle yattım çok sertti Tekno koyu, kafam iyi ve...",pop,0.573,korku,0.2576,karanlık,12,124
Mabel Matiz,Ellerim saçlarında dolaşırken Ellerim saçlarında Yatır beni Şu küçük tembeli kaşı kendinle...,pop,0.6579,aşk,0.6579,aşk,3,196
Mabel Matiz,Ey gök yüzü geceyle güneş Yıldızların ötesi Sevda beni derin derin ince...,pop,0.5093,hüzün,0.4674,aşk,41,165
Mabel Matiz,"Isırılmış yerlerinden gülüyorsun bana Metalin, betonun, asfaltın bu korkunç ormanında Ben de...",pop,1.0,aşk,0.4855,aşk,4,46
Mabel Matiz,Bir asi gün günlerden Hangi yazdı ah bilmem Zordu bir oyundu kader...,arabesk,0.6939,hüzün,0.4585,kader,8,87
Mabel Matiz,Kantarımın çoktan kaçtı topuzu Gel hadi kurtar şimdi beni burdan Birinin dudağındayım...,pop,0.5591,mutluluk,0.36,doğa,11,130
Mabel Matiz,çimenler fillerle de güzel kalbin korkularıyla cesur firarlar yakalanmak için ihanet aslında...,pop,0.4627,öfke,0.3108,aşk,10,71
Mabel Matiz,"Bitmez oyun, bitmez oyun kızarsa Yerde kanım şimdi ne fayda kazansa Fırtınadayım,...",pop,0.3118,hüzün,0.3062,ayrılık,8,81
Mabel Matiz,"Gel, anla dikenimden Güllerim uyansın bahçelerimde Gel öyle bir apansız Ellerim yansın...",pop,0.7187,aşk,0.6812,aşk,26,134
Mabel Matiz,Öfkeni Kalbine Bastır Kökleri Ağacın Esastır Kavganı Kaderini Kap Gel Usandım Salladın...,pop,0.3695,gerçeklik,0.2445,gerçeklik,12,140
Mabel Matiz,"Kalbim yolların sürgünü, aldırma Kararıyorum gölgesiz gururlarda Sana değil bana değil Kaderimize...",arabesk,0.5565,hüzün,0.701,aşk,7,60
Mabel Matiz,"Yar bulamadım yerimi Yetiş ya Nûr, yağdır mümkünleri Yalın ayak yürüdüm geldim...",pop,0.5835,aşk,0.4,aşk,5,51
Mabel Matiz,hala haber bekliyorum senden yazık bir şey gelmiyor elden şükür çocuklarımız büyüdü...,pop,0.6254,aşk,0.3463,aşk,6,56
Mabel Matiz,yine aynı şehir hep o aynı sokak çalsın o yitik şarkı kapılardan...,pop,0.3368,nostalji,0.2306,nostalji,9,81
Mabel Matiz,Ben hep sana gelirim Beni anlasin diye tenin Birakirim kamassin yasamdan gözlerim...,pop,0.411,hüzün,0.4178,ayrılık,4,81
Mabel Matiz,Yana yana söndü korku dizlerimde Gör başını bil sonunu oyunun diye diye...,pop,0.5029,korku,0.5029,korku,4,121
Mabel Matiz,Kör karanlıklarım açılınca Köhnenin dikenleri gülüşünce Bir sır ağlar gelir dudağında Can...,pop,0.4464,hüzün,0.2925,aşk,11,91
Mabel Matiz,Çöllerin ortasında kara beyaz bir kedi Gönlümün ağrısından azad edip de beni...,pop,0.7522,aşk,0.5131,aşk,4,49
Mabel Matiz,"Kaç bahar gezdim, gönül düzde Yâr edip yelleri Kâr değil bu derdiğim...",pop,0.5441,hüzün,0.7788,acı,9,61
Mabel Matiz,"Krallar bilmez, krallar utanmaz Ayıplarımda can bulur, can satarlar Say beni! Say...",sanat,0.5648,huzur,0.5648,ruhanilik,7,122
Mabel Matiz,Bak soğuyor hecemin altındaki bu dil Ve hiçbir kere çıkılmamış gibi düştü...,pop,0.6212,hüzün,0.5036,aşk,8,67
Mabel Matiz,Bak Soğuyor Hecemin Altındaki Bu Dil Ve Hiçbir Kere Çıkılmamış Gibi Düştü...,pop,0.711,hüzün,0.4319,aşk,7,66
Mabel Matiz,gözlerin şen çocuk sesleri açıyor gözlerin yelkenimin fenerleri bir sana titriyor gönüllü...,pop,0.6388,hüzün,0.3488,aşk,12,80
Mabel Matiz,gözlerin şen çoçuk sesleri açıyor gözlerin yelkeninim fenerleri bir sana titriyor gönüllü...,pop,0.7865,mutluluk,0.3024,aşk,10,80
Mabel Matiz,"Ahh Meriç'in orta yerinde vurulur canım Benim yuduma bölünmüş şarabım Geçmez, boğazımda...",arabesk,0.3972,hüzün,0.5794,kader,4,41
Mabel Matiz,Mendilimde kırmızım var Ağladım da görmedin mi Yangın oldum yandım ben yar...,arabesk,0.542,hüzün,0.6205,acı,12,66
Mabel Matiz,yine aynı şehir hep o aynı sokak çalsın o yitik şarkı sözleri...,pop,0.3368,nostalji,0.2306,nostalji,9,82
Mabel Matiz,Mori'nin meyhanesinde bak bir bardak daha doldu yine yine Kaç yemin daha...,pop,1.0,hüzün,1.0,ayrılık,8,165
Mabel Matiz,Bir yol vardı güzel hepsinden Ve anlıyor gibi bakmıştım ben Öğrenmedi kör...,pop,0.6598,aşk,0.3505,aşk,6,52
Mabel Matiz,Ay nazli ay Gelin ay Git ona söyle Ah gücüme gidiyor Yalnizligim...,pop,0.8311,huzur,0.4971,aşk,19,36
Mabel Matiz,Ah oda senin gibi bir anne kuytusunda Uyumuştur mahmur temiz x2 Al...,sanat,0.4474,huzur,0.4474,ruhanilik,7,83
Mabel Matiz,"Çiçekler dökülüyor ceplerimden Sana veremediğim, bir yere koyamadığım Geçmişin yükünü sayıklarken ben...",pop,1.0,aşk,0.7108,aşk,7,98
Mabel Matiz,"çocuklar tekinsizdir annelerse uçurum olur olmaz,olur olmaz düşürür bitmemiş her şevişme paslı...",pop,1.0,hüzün,1.0,yalnızlık,1,36
Mabel Matiz,yolun zorunu yürümüştüm ben tanıştığımız zaman sen dalgalanmaktaydın elvan elvan o yüzden...,pop,1.0,mutluluk,0.5273,sevinç,4,98
Mabel Matiz,Pullarımı gömdüğüm deniz Söyledi tuzunu bana Taşlandım kasıkların altında Ağlıyorum ellerimden Yansıdı...,pop,0.7364,hüzün,0.2651,aşk,7,58
Mabel Matiz,Öyle bir taht yaptım ki sana Kimsenin gücü yok yerin' almaya Kor...,pop,0.7138,aşk,0.2275,aşk,10,78
Mabel Matiz,Sarışın bir kaplan karışır İçimin cam ormanına Sanki bir yerlerden tanıdık Dokunsam...,pop,1.0,mutluluk,1.0,sevinç,1,56
Mabel Matiz,Ah nefesin kesilir bu yağmur dinmedi Bak sarışın bile artık sarışın değil...,pop,0.7565,aşk,0.5227,aşk,8,109
Mabel Matiz,Aklımı uçurumlara Kalbimi kafeslere Saldım saldım tekrar döndüm Toy sözümden kaç kere...,pop,0.3786,hüzün,0.5066,acı,19,65
Mabel Matiz,Kaç sene oldu zaman durdu Deniz öyle hep aynı dünya bilinmez Taş...,pop,0.6484,hüzün,0.5253,ayrılık,17,127
Mabel Matiz,dalları ayaz alır yüreğimi bir ince keder aman gül seni yazar bülbül...,pop,0.4862,hüzün,0.2752,doğa,7,57
Mabel Matiz,dalları ayaz alır yüreğimi bir ince keder aman gül seni yazar bülbül...,pop,0.4862,hüzün,0.2752,doğa,7,58
Mabel Matiz,Tam da kendimi görmekten yorulmuşken Sırları döküldü bir bir Öfkesi bal aynaların...,pop,0.6584,hüzün,0.5218,acı,6,114
Mabel Matiz,"Kalbin senin mi Göğün mü, yerin mi Orda çekişen can Kader mi,...",arabesk,0.4286,huzur,0.4206,kader,7,53
Mabel Matiz,Daldığı derinden çıktı çöl rüyam Kalbimin serabı Bir kader gibi çöktüğü zaman...,pop,0.6849,hüzün,0.3767,yalnızlık,8,51
Mabel Matiz,Gel beni kor düşümden Kurtarabilirsen kurtar Yağmurumu çölümden Ayırabilir mi bu kantar?...,pop,0.5508,hüzün,0.4479,aşk,9,87
Mabel Matiz,"Çiçeğimin suyu çöle karıştı bak Yıkıldı dağım ve dağıldım, dağıldım da Kendi...",arabesk,0.5014,aşk,0.5014,aşk,3,109
Mabel Matiz,Yine günlerden sonyaz Yine yaşım çocuk Yine hangi düşün kumarı bu yırtılan...,pop,0.6623,hüzün,0.5252,aşk,15,96
Mabel Matiz,Bir yalancı posterin arkasında gizlenip Kendini sınırlara sormayı hiç sevmediğin Yanmak başa...,arabesk,0.7136,hüzün,0.5696,acı,5,89
Mabel Matiz,"Yıllar saçlarına çiçekler konduruyor beyaz Sen düşüp kalkarken haylaz, o bahçelerde Kalbin...",pop,0.6767,nostalji,0.2475,nostalji,9,53
Mabel Matiz,Şimdi bir de buradan baktım sana Senden kaçırdığım Kedere boğulduğum anlara Beni...,pop,1.0,hüzün,1.0,yalnızlık,1,39
Mabel Matiz,"Sallıyorum bol keseden Sağa sola, zor değil Atıyorum, tutuyorum Kâh tutamıyorum, zor...",arabesk,0.7496,hüzün,0.7496,kader,8,73
Mabel Matiz,"Tutamadım ateşimi, kül ediyor beni Susma gönül söyle ona ben bu derde...",arabesk,0.5207,hüzün,0.5207,acı,12,138
Mabel Matiz,Sokaklar mı sarışın Geceler mi soğuk Kalbimden damlayan ter Sen misin çocuk...,pop,0.7892,hüzün,0.7892,ayrılık,5,43
Mabel Matiz,"Parlak salonlarınızdan, kirli mutfaklarınızdan, Bin bir çıkmaza çıkan daracık koridorlarınızdan, Hele döl...",rock,0.4047,öfke,0.6093,acı,4,68
Mabel Matiz,Yaşadık be tamam Anladıysak ne gam Bir sofrada bin saf tutulmuş Görmüyorsan...,arabesk,0.5065,hüzün,0.5065,acı,8,72
Mabel Matiz,"çeşmim, çarem, çarmıhım, cümlen kopkoyu bir bıçak sırtında yana yana sevişmeye benzer...",pop,0.7331,öfke,0.2669,acı,8,68
Mazhar Fuat Özkan (MFÖ),Nasıl da aşığım sana bir Bilsen Nasıl sarılmak geliyor sana İçimden Sensin...,pop,0.807,aşk,0.7917,aşk,4,61
Mazhar Fuat Özkan (MFÖ),Adımız miskindir bizim düsmanımız kindir bizim Biz kimseye kin tutmayız kamu alem...,rock,1.0,öfke,1.0,isyan,1,38
Mazhar Fuat Özkan (MFÖ),Çabalama kaptan ben gidemem Bile bile lades diyemem Lamı cimi yok bundan...,arabesk,0.3822,öfke,0.5115,isyan,7,129
Mazhar Fuat Özkan (MFÖ),AH BU BEN zor olsa da galiba dönüyorum sana gel dersen hemen...,arabesk,0.8102,hüzün,0.8102,acı,5,54
Mazhar Fuat Özkan (MFÖ),arkadaşları ali derler hani oturur bizim kahvede yakmış abayı bir dilbere nefaset...,pop,0.7423,nostalji,0.2144,aşk,10,378
Mazhar Fuat Özkan (MFÖ),Bir dertliyim derdim vardır aman Aman Ya ben nice dönmeyeyim Her dem...,arabesk,1.0,hüzün,1.0,acı,5,57
Mazhar Fuat Özkan (MFÖ),Özledim seni Buralara geldiğinden beri Özledim güneşi Buraları gördüğümden beri Amanın aman...,pop,0.8943,hüzün,0.3545,özlem,9,85
Mazhar Fuat Özkan (MFÖ),ayrılıktanmıdır nedir kavuşma isteği bu gayret seneler geçti eskimemiş bu sevda hayret...,pop,0.7133,hüzün,0.3584,aşk,16,110
Mazhar Fuat Özkan (MFÖ),Öğlene doğru uyanamış Kafası dünden kıyak Kendisi afilli delikanlı İşi gücü hır...,pop,0.869,nostalji,0.2679,nostalji,8,294
Mazhar Fuat Özkan (MFÖ),Ağlamadan dillerim dolaşmadan Yumruğum çözülmeden Gecenin karşısında Gündelik sözler arasında Bir aşkın...,pop,1.0,hüzün,0.64,nostalji,3,53
Mazhar Fuat Özkan (MFÖ),Ağlamakla olmaz sevgilim Değişmek değiştirmek gerek Yanında dostların ve Sen hala yalnızsın...,pop,0.8031,aşk,0.8031,aşk,5,48
Mazhar Fuat Özkan (MFÖ),Rüyamda çıkıveriyorsun karşıma Kandırıyorsun beni bu besbelli Bir uyanıyorum yalnızım öyle üzülüyorum...,pop,0.6683,hüzün,0.5999,ayrılık,11,112
Mazhar Fuat Özkan (MFÖ),Güneş doğar Güneş batar Ama insan uyumaz bazen Düşünür Geceler kısa Çabuk...,pop,1.0,mutluluk,0.5357,nostalji,10,42
Mazhar Fuat Özkan (MFÖ),Eskiden göz yaşlarım Geceler boyuncaydı Şimdi biraz değiştim Ağlamalar ara sıra Bazı...,pop,0.7629,nostalji,0.4128,nostalji,8,93
Mazhar Fuat Özkan (MFÖ),Herşeyimi verdim sana Sana artık söz veremem Fikrimi değiştirsem de Gönlümü değiştiremem...,pop,1.0,aşk,0.709,aşk,3,66
Mazhar Fuat Özkan (MFÖ),Belediye nerede Susuz kalmış derede İstanbul neden böyle Benzeyemez viyana ya Neden...,pop,0.0,genel,0.0,genel,0,88
Mazhar Fuat Özkan (MFÖ),benim hala umudum var isyan etsem de istediğim kadar inat etsem bile...,pop,0.5699,nostalji,0.2656,aşk,13,128
Mazhar Fuat Özkan (MFÖ),Ara sıra göz yaşlarım kısa hızlı sessiz Ne zaman başıma yastığa koysam...,pop,0.5791,hüzün,0.4219,aşk,11,100
Mazhar Fuat Özkan (MFÖ),Şu sıra pek dertliyim Parasızlıktan değil Bilmez miyim hani arasıra Kendimi iyi...,arabesk,0.652,aşk,0.6703,aşk,2,61
Mazhar Fuat Özkan (MFÖ),Bir dertliyim derdim vardır Aman Ya ben nice dönmeyeyim Her dem işim...,arabesk,1.0,hüzün,1.0,acı,5,69
Mazhar Fuat Özkan (MFÖ),Bu aklı fikriyle mevla bulunmaz Bu ne yaradır ki merhem bulunmaz Deryalar...,pop,0.0,genel,0.0,genel,0,79
Mazhar Fuat Özkan (MFÖ),Bir ordayım bir burda Hayaller ortasında Gecenin yarısında Düşünceler diyarında Bir senleyim...,pop,0.4578,çaresizlik,0.2711,kader,4,48
